Tag	dynamicColors	mergedColors
ZC3HAV1L	yellow	cyan
VTCN1	grey	grey
RNF103	blue	cyan
RIMS3	turquoise	turquoise
CHST11	magenta	magenta
RBMS1	turquoise	turquoise
DAG1	black	cyan
ARPIN	blue	cyan
FBXO17	turquoise	turquoise
GDAP1	grey	grey
CDCA4	brown	brown
RDX	turquoise	turquoise
CTSH	grey	grey
FAM180A	turquoise	turquoise
GPT	grey	grey
FLRT3	grey	grey
COPA	green	cyan
FRMD4B	blue	cyan
CEP250	greenyellow	greenyellow
GK5	blue	cyan
NTS	grey	grey
IL22RA1	grey	grey
CYB5R3	pink	turquoise
CEP57	blue	cyan
THSD7A	turquoise	turquoise
SNRPB2	greenyellow	greenyellow
ARSA	brown	brown
RARRES2	pink	turquoise
CABLES2	greenyellow	greenyellow
SLC37A2	magenta	magenta
FAM126A	purple	turquoise
ZMYM1	blue	cyan
RAMP1	turquoise	turquoise
ETFDH	salmon	cyan
PSD	turquoise	turquoise
DIDO1	greenyellow	greenyellow
KCND3	turquoise	turquoise
SUOX	yellow	cyan
NR3C1	turquoise	turquoise
CCN3	turquoise	turquoise
FILIP1	turquoise	turquoise
ATRX	blue	cyan
SCAF8	blue	cyan
ABHD12	greenyellow	greenyellow
PYGL	pink	turquoise
CACYBP	brown	brown
MPP6	grey	grey
SNCAIP	grey	grey
LIMA1	salmon	cyan
LIMK2	yellow	cyan
PHF8	yellow	cyan
RGCC	purple	turquoise
DDX39A	brown	brown
RABGAP1L	blue	cyan
UBA6	green	cyan
FUZ	turquoise	turquoise
C11orf95	turquoise	turquoise
ZBTB38	blue	cyan
SMAD7	pink	turquoise
NR1D1	grey	grey
RTL8B	turquoise	turquoise
CCDC40	blue	cyan
KLK6	grey	grey
ASB13	yellow	cyan
PTGER4	red	magenta
LSMEM1	tan	tan
KPNA2	brown	brown
RSBN1	blue	cyan
API5	green	cyan
RRM2B	blue	cyan
LRBA	green	cyan
ARL6IP1	brown	brown
EEA1	blue	cyan
TENM4	pink	turquoise
PDGFRB	pink	turquoise
APOBR	magenta	magenta
SUPT6H	yellow	cyan
CYTH1	yellow	cyan
ZIK1	turquoise	turquoise
PNMA2	grey	grey
PLAC9	turquoise	turquoise
BRCA1	brown	brown
KLF5	grey	grey
SH3GL1	black	cyan
ICAM3	red	magenta
THOC6	brown	brown
VANGL1	yellow	cyan
IL11	grey	grey
SLC25A40	green	cyan
HBP1	blue	cyan
EPHB3	grey	grey
LDB1	yellow	cyan
SLC23A2	blue	cyan
IDO1	red	magenta
VNN3	grey	grey
R3HCC1L	blue	cyan
COL23A1	purple	turquoise
MAP4	yellow	cyan
GABBR1	turquoise	turquoise
CCDC25	grey	grey
PSMD2	black	cyan
ITGAX	magenta	magenta
PEG10	turquoise	turquoise
CYB5R4	salmon	cyan
KIF13A	blue	cyan
TRPM7	blue	cyan
MCC	turquoise	turquoise
APOBEC3D	red	magenta
AMT	blue	cyan
ABO	grey	grey
GPRIN2	grey	grey
CYB561A3	yellow	cyan
MXRA5	pink	turquoise
ITGAV	blue	cyan
SDC1	grey	grey
KAT6A	yellow	cyan
RAET1G	grey	grey
ONECUT3	grey	grey
TMEM38A	grey	grey
FSD1L	blue	cyan
HDAC9	red	magenta
CD55	grey	grey
PLEKHG2	purple	turquoise
ZNF680	green	cyan
USP5	yellow	cyan
RITA1	black	cyan
PRKCD	yellow	cyan
RTKN	brown	brown
YES1	green	cyan
BEX4	turquoise	turquoise
SLC41A2	grey	grey
LMBRD2	blue	cyan
CCL20	turquoise	turquoise
ZNF429	grey	grey
FAM110A	greenyellow	greenyellow
KLC3	brown	brown
RPL22L1	brown	brown
PCYOX1	blue	cyan
PDCD1LG2	magenta	magenta
HNRNPA0	black	cyan
LAX1	red	magenta
WFDC2	grey	grey
CTTNBP2	turquoise	turquoise
ZBP1	red	magenta
TMEM200B	turquoise	turquoise
ZEB1	turquoise	turquoise
SOCS3	purple	turquoise
C17orf100	grey	grey
KLHL23	blue	cyan
R3HDM1	green	cyan
EGFLAM	purple	turquoise
CHPF	black	cyan
ELL	yellow	cyan
ZBED1	yellow	cyan
C1orf162	magenta	magenta
FIP1L1	green	cyan
MRPL36	brown	brown
ZNF175	blue	cyan
C5orf15	salmon	cyan
RBM11	grey	grey
CDKN2AIP	blue	cyan
PIGQ	yellow	cyan
ZNF793	turquoise	turquoise
S100A10	grey	grey
ZSCAN26	turquoise	turquoise
WWC2	pink	turquoise
IL10	magenta	magenta
ACRBP	grey	grey
SPAST	green	cyan
ZNF687	black	cyan
PHLPP1	yellow	cyan
JADE2	red	magenta
KIAA1586	blue	cyan
INPP1	grey	grey
RAB8B	red	magenta
PLXNB2	yellow	cyan
TBX3	grey	grey
TMED5	green	cyan
LRRC66	grey	grey
TFPI	grey	grey
UNKL	yellow	cyan
XPO1	green	cyan
SPIB	red	magenta
CNKSR3	blue	cyan
FAM210A	green	cyan
ZNF480	grey	grey
PRDX4	brown	brown
ZRANB2	tan	tan
CNN1	turquoise	turquoise
ZBTB45	cyan	cyan
SLC9A3R2	pink	turquoise
OBSCN	grey	grey
RSPO3	turquoise	turquoise
CFP	red	magenta
SMC2	brown	brown
NOL9	yellow	cyan
MELK	brown	brown
KLHDC2	blue	cyan
DCLRE1A	brown	brown
FBXW2	blue	cyan
GCLM	brown	brown
INPP5D	red	magenta
EIPR1	brown	brown
TTC39A	grey	grey
CDHR2	grey	grey
KIAA1549	green	cyan
SMG5	black	cyan
C3orf18	turquoise	turquoise
SYNE1	turquoise	turquoise
PTGS1	purple	turquoise
TNRC6A	blue	cyan
NUDT19	grey	grey
TRIM21	lightcyan	lightcyan
SFXN3	pink	turquoise
HTRA2	black	cyan
PDGFD	purple	turquoise
HAS3	grey	grey
ZNF398	yellow	cyan
GSK3B	green	cyan
PDS5B	blue	cyan
REXO2	turquoise	turquoise
CLSTN3	purple	turquoise
CCDC191	blue	cyan
ERGIC1	yellow	cyan
GCN1	yellow	cyan
C19orf33	grey	grey
GMFG	red	magenta
DIPK2A	blue	cyan
RALY	greenyellow	greenyellow
LUM	pink	turquoise
SLC7A2	turquoise	turquoise
HOXC9	grey	grey
PRPF38B	tan	tan
MNX1	brown	brown
RIPK4	yellow	cyan
DNM2	yellow	cyan
FAM241B	grey	grey
HACD2	green	cyan
CHRD	turquoise	turquoise
GRASP	purple	turquoise
NETO2	grey	grey
APH1B	turquoise	turquoise
AMPD3	red	magenta
U2AF2	cyan	cyan
MAPK8	green	cyan
DHRS7	grey	grey
TRIM15	turquoise	turquoise
GSTM1	grey	grey
ADAMTS1	purple	turquoise
LINGO3	red	magenta
SNTB1	grey	grey
SFR1	brown	brown
HIC2	greenyellow	greenyellow
CGNL1	turquoise	turquoise
SVBP	grey	grey
DNAJC2	brown	brown
CDHR5	grey	grey
PPM1A	blue	cyan
CALCRL	purple	turquoise
NFIC	turquoise	turquoise
TRAK1	yellow	cyan
PRSS23	turquoise	turquoise
KIF26A	grey	grey
TIGD5	midnightblue	midnightblue
ZFP92	turquoise	turquoise
ZNF786	black	cyan
CBX8	brown	brown
SPINT2	cyan	cyan
TRAPPC9	black	cyan
CAPN10	greenyellow	greenyellow
ABCC3	grey	grey
MIGA1	blue	cyan
LIPH	grey	grey
POMK	yellow	cyan
LATS1	blue	cyan
FOXM1	brown	brown
CHCHD3	brown	brown
F2R	purple	turquoise
AURKA	brown	brown
PSMB7	brown	brown
NUFIP2	blue	cyan
EREG	grey	grey
LUC7L3	tan	tan
CDK5R1	yellow	cyan
DMAC2	cyan	cyan
IL13RA2	grey	grey
TAOK3	red	magenta
TTC30B	blue	cyan
SOD2	magenta	magenta
BRIX1	brown	brown
ZNF165	brown	brown
HSD11B1	magenta	magenta
ATIC	brown	brown
CCL23	red	magenta
MSN	purple	turquoise
PCBD1	brown	brown
SLC29A3	yellow	cyan
NDUFS6	brown	brown
SERINC5	green	cyan
HIST1H2BN	brown	brown
ASH2L	blue	cyan
NELFE	brown	brown
ZDHHC9	green	cyan
SHTN1	green	cyan
BCL2L14	grey	grey
HPF1	salmon	cyan
VAX2	grey	grey
DLGAP4	greenyellow	greenyellow
CYSLTR1	red	magenta
CXorf65	red	magenta
IMPDH2	green	cyan
TST	turquoise	turquoise
CNR1	turquoise	turquoise
STYXL1	brown	brown
ABCB8	black	cyan
DLG3	green	cyan
GREM2	turquoise	turquoise
TYMS	brown	brown
BRSK2	grey	grey
ADAMTS14	pink	turquoise
COL5A3	pink	turquoise
FBXO30	turquoise	turquoise
GLDN	turquoise	turquoise
RNF122	turquoise	turquoise
PDXP	black	cyan
FAM92A	turquoise	turquoise
MALL	grey	grey
SGPL1	yellow	cyan
SERPINA5	grey	grey
GPKOW	black	cyan
ADGRA2	pink	turquoise
PFKFB4	yellow	cyan
SAMD13	grey	grey
TFE3	yellow	cyan
COPE	black	cyan
MGAT1	magenta	magenta
EIF2S1	brown	brown
ACADS	grey	grey
SUPT5H	cyan	cyan
NISCH	yellow	cyan
LIG3	yellow	cyan
CCT2	green	cyan
IFITM10	grey	grey
LAMA3	grey	grey
TMEM161B	salmon	cyan
PIK3CD	red	magenta
MAP2K3	yellow	cyan
CHST1	purple	turquoise
CHPF2	black	cyan
UCP2	red	magenta
PTGER3	turquoise	turquoise
GOLGA5	green	cyan
PDLIM2	grey	grey
HNF1B	grey	grey
ITPRIP	purple	turquoise
ASTE1	green	cyan
TCIM	grey	grey
BTBD7	blue	cyan
FRMD3	red	magenta
PHGR1	grey	grey
EMCN	purple	turquoise
SIGMAR1	brown	brown
VAMP7	green	cyan
BGN	pink	turquoise
PCDHB2	grey	grey
TIGD1	tan	tan
FOXP3	red	magenta
THEM5	grey	grey
OSGIN2	brown	brown
GCA	green	cyan
SPINDOC	black	cyan
LBH	pink	turquoise
HEATR5B	blue	cyan
BAIAP3	grey	grey
ZNF473	green	cyan
ZNF791	blue	cyan
AKAP13	yellow	cyan
CMPK2	lightcyan	lightcyan
LPIN1	blue	cyan
RPL21	grey	grey
ABCA9	turquoise	turquoise
LZIC	blue	cyan
GOLT1A	red	magenta
TSHZ2	turquoise	turquoise
CAMSAP1	yellow	cyan
RBM10	black	cyan
HDAC5	turquoise	turquoise
FOXC1	grey	grey
GAS1	pink	turquoise
FIG4	blue	cyan
HMMR	brown	brown
DDX3X	blue	cyan
CRTC3	turquoise	turquoise
ASMTL	pink	turquoise
SLC17A9	grey	grey
EIF2S3B	grey	grey
ZFP36L1	turquoise	turquoise
BICD1	blue	cyan
SNX8	black	cyan
KRT15	grey	grey
MERTK	magenta	magenta
LRP4	grey	grey
TBCB	brown	brown
MYO1F	magenta	magenta
SIDT2	yellow	cyan
PDZRN4	turquoise	turquoise
TOMM22	brown	brown
PSMA1	brown	brown
BCAR1	yellow	cyan
MRPS25	green	cyan
NUP160	green	cyan
IMPA2	grey	grey
MMP3	grey	grey
CEMIP2	green	cyan
LEPROT	turquoise	turquoise
GPR158	grey	grey
USP43	brown	brown
DDX54	black	cyan
PLPBP	blue	cyan
VEZT	blue	cyan
BLCAP	greenyellow	greenyellow
MUTYH	brown	brown
TROAP	brown	brown
AP4B1	blue	cyan
MICU2	green	cyan
OTUD3	tan	tan
EIF5A	brown	brown
TRAPPC11	blue	cyan
IGDCC4	purple	turquoise
CPS1	grey	grey
PTGER1	turquoise	turquoise
STARD3	grey	grey
MAIP1	brown	brown
CNOT1	yellow	cyan
FANCD2	brown	brown
USP20	yellow	cyan
TSPYL4	blue	cyan
GALE	turquoise	turquoise
TYW3	blue	cyan
GMIP	yellow	cyan
EPCAM	turquoise	turquoise
CFAP157	brown	brown
NUDT13	tan	tan
GKN1	grey	grey
NDUFC2	grey	grey
ADRA2B	grey	grey
LGALSL	blue	cyan
DDX10	brown	brown
PRRT3	turquoise	turquoise
ZBTB18	blue	cyan
SMURF2	blue	cyan
EBLN2	tan	tan
ECT2	brown	brown
TRIM35	yellow	cyan
UST	turquoise	turquoise
PWWP2B	black	cyan
KCNC4	yellow	cyan
RAB3D	yellow	cyan
CTNS	yellow	cyan
MPP2	turquoise	turquoise
HDC	turquoise	turquoise
IBSP	grey	grey
LYSMD4	yellow	cyan
ANKLE2	yellow	cyan
RIC8A	black	cyan
CD72	red	magenta
HSD17B6	turquoise	turquoise
VKORC1L1	green	cyan
TINAGL1	grey	grey
NCR3	red	magenta
PFKFB2	green	cyan
PCNX1	blue	cyan
BRD9	greenyellow	greenyellow
PTPRD	pink	turquoise
SCAI	blue	cyan
TMEM65	blue	cyan
CEACAM21	red	magenta
CMTR1	black	cyan
TNNC2	grey	grey
DENND4A	blue	cyan
GNL3	brown	brown
AGPAT3	black	cyan
TFDP1	brown	brown
ZBTB44	blue	cyan
PECAM1	purple	turquoise
ATXN7	blue	cyan
TGFBR3L	grey	grey
STYX	blue	cyan
MGMT	grey	grey
ISLR	pink	turquoise
CYHR1	midnightblue	midnightblue
MYLK	turquoise	turquoise
STX16	tan	tan
METTL26	brown	brown
PNPLA4	grey	grey
SRRT	brown	brown
CENPC	blue	cyan
SRP68	yellow	cyan
IL17RC	yellow	cyan
GTF3C1	black	cyan
CLIP2	yellow	cyan
PLAAT2	grey	grey
CRLF2	purple	turquoise
LRMP	red	magenta
MAP3K14	red	magenta
DEPDC5	yellow	cyan
P2RY6	magenta	magenta
ITCH	greenyellow	greenyellow
AGAP6	tan	tan
CNNM1	grey	grey
PBX2	black	cyan
KANK3	purple	turquoise
CHD6	greenyellow	greenyellow
CREG2	grey	grey
TRAF1	red	magenta
SEC14L4	grey	grey
BTBD19	pink	turquoise
SOX6	grey	grey
SMIM22	grey	grey
SPTLC1	green	cyan
TTC17	blue	cyan
ATR	green	cyan
AHCY	greenyellow	greenyellow
PLCL1	purple	turquoise
ZMYND19	brown	brown
MEST	brown	brown
SATB2	green	cyan
CHERP	black	cyan
ATP6AP1	black	cyan
ARHGEF9	turquoise	turquoise
UBE2G2	blue	cyan
MED27	brown	brown
BNIP3	grey	grey
ZNF324	cyan	cyan
CCDC102A	turquoise	turquoise
TFB2M	brown	brown
PODXL	yellow	cyan
ATP6V0E2	grey	grey
IL2RB	red	magenta
SRPK3	turquoise	turquoise
PLA2G5	turquoise	turquoise
JADE3	green	cyan
MFAP5	pink	turquoise
MED13	blue	cyan
MAGOHB	brown	brown
STK36	tan	tan
TSSC4	black	cyan
MTMR8	blue	cyan
DNAJB4	turquoise	turquoise
ZNF671	turquoise	turquoise
HOXC4	grey	grey
CYB5R1	grey	grey
NCOA6	greenyellow	greenyellow
DUOX2	grey	grey
APTX	green	cyan
ZSWIM3	greenyellow	greenyellow
PRKCE	yellow	cyan
PAMR1	purple	turquoise
IDE	blue	cyan
C11orf49	yellow	cyan
FAP	pink	turquoise
NUP155	green	cyan
PRDM16	grey	grey
GTF2F1	black	cyan
TMEM208	turquoise	turquoise
OGFR	midnightblue	midnightblue
TARS2	black	cyan
DDHD2	blue	cyan
TMEM117	grey	grey
PLXNA2	yellow	cyan
SLC1A1	grey	grey
POLR3A	yellow	cyan
AREL1	green	cyan
SLC12A8	grey	grey
NR1D2	blue	cyan
SAA4	grey	grey
C4A	turquoise	turquoise
MS4A14	magenta	magenta
SCX	turquoise	turquoise
DBF4B	brown	brown
DYRK1A	blue	cyan
JUND	grey	grey
KCND1	turquoise	turquoise
GEMIN7	brown	brown
HSPA1B	brown	brown
CILP2	pink	turquoise
SPRED3	pink	turquoise
GLE1	brown	brown
TMEM171	grey	grey
PNO1	brown	brown
GUCY1A2	purple	turquoise
PNPLA8	blue	cyan
CEP112	turquoise	turquoise
MKRN2OS	grey	grey
HCK	magenta	magenta
TEAD3	turquoise	turquoise
CTSL	magenta	magenta
STEAP3	green	cyan
MLH3	blue	cyan
RNF19A	blue	cyan
EMID1	grey	grey
FUT3	grey	grey
PTTG1IP	yellow	cyan
LACC1	blue	cyan
RTN4R	brown	brown
PAG1	red	magenta
TCF20	black	cyan
CNPY3	yellow	cyan
SHMT1	brown	brown
FASTKD2	green	cyan
SH3BGRL2	grey	grey
MYH10	turquoise	turquoise
PLVAP	purple	turquoise
ABCA8	turquoise	turquoise
RAPGEFL1	grey	grey
C3AR1	magenta	magenta
ZNF548	blue	cyan
NEU1	grey	grey
ZNF462	blue	cyan
HGF	purple	turquoise
RIPK1	blue	cyan
MRPL44	brown	brown
NUDT5	brown	brown
H2AFY2	turquoise	turquoise
PCNX3	black	cyan
MAPK1	blue	cyan
MED15	black	cyan
PGM5	turquoise	turquoise
MAP2K5	yellow	cyan
CPT1B	tan	tan
SLC16A5	grey	grey
IRX5	grey	grey
HIGD2A	blue	cyan
PCDHB13	turquoise	turquoise
EPHA10	grey	grey
SLC29A1	yellow	cyan
RPS25	grey	grey
REXO1	black	cyan
PCF11	blue	cyan
NHLRC1	grey	grey
RPS6KC1	blue	cyan
ATP6V0C	black	cyan
GEM	turquoise	turquoise
MICA	grey	grey
ROBO4	purple	turquoise
OLA1	brown	brown
HFE	grey	grey
CDA	grey	grey
GPATCH2L	blue	cyan
SRBD1	green	cyan
FAM169A	blue	cyan
HMGCS1	green	cyan
VAV2	brown	brown
ACER3	blue	cyan
DDX17	blue	cyan
SMPDL3B	grey	grey
MEX3C	blue	cyan
TPD52L1	grey	grey
M6PR	black	cyan
GOPC	blue	cyan
MTMR1	yellow	cyan
TPI1	brown	brown
SRMS	grey	grey
DUT	brown	brown
PMS2	yellow	cyan
ARSB	pink	turquoise
ZNF516	blue	cyan
ARHGEF19	greenyellow	greenyellow
ERC1	yellow	cyan
TSPOAP1	blue	cyan
CLIP1	blue	cyan
TAF13	grey	grey
PIGU	greenyellow	greenyellow
DHRS3	grey	grey
ACTG2	turquoise	turquoise
ZNF823	green	cyan
COLGALT2	grey	grey
HCFC1R1	pink	turquoise
ITGB7	red	magenta
ABCD4	yellow	cyan
RAB38	grey	grey
PIAS2	blue	cyan
WASF2	yellow	cyan
RANBP3	black	cyan
CH25H	turquoise	turquoise
PLEKHJ1	black	cyan
PPDPF	red	magenta
CAPN13	grey	grey
XPC	yellow	cyan
SEC61G	grey	grey
GALNT5	grey	grey
ADH6	grey	grey
PREB	brown	brown
GSTM5	turquoise	turquoise
CHM	blue	cyan
HMGN3	grey	grey
PPM1G	brown	brown
PROSER3	black	cyan
LRRC4B	purple	turquoise
GOLGA3	yellow	cyan
NSF	green	cyan
CIAO2B	brown	brown
FASTKD5	greenyellow	greenyellow
SMIM5	grey	grey
SLC43A3	grey	grey
RBM41	blue	cyan
HPSE	green	cyan
USP32	blue	cyan
KRAS	blue	cyan
RNF43	grey	grey
SH3YL1	grey	grey
PSMC6	green	cyan
COMP	pink	turquoise
SLC35A5	blue	cyan
LGALS9B	grey	grey
SLC35B2	black	cyan
WDR11	blue	cyan
PNCK	turquoise	turquoise
SOAT1	magenta	magenta
TCEAL3	turquoise	turquoise
BTBD3	blue	cyan
DLG5	yellow	cyan
SURF2	brown	brown
CLDN12	green	cyan
DMD	turquoise	turquoise
PDE1B	turquoise	turquoise
PCNT	yellow	cyan
PAICS	brown	brown
CASC4	blue	cyan
EEF1A1	yellow	cyan
NPR1	purple	turquoise
BIVM	blue	cyan
TMEM47	turquoise	turquoise
GBP3	lightcyan	lightcyan
ADRA2C	grey	grey
TEX264	grey	grey
CAPN1	yellow	cyan
ADO	green	cyan
FAM133B	blue	cyan
AP2S1	brown	brown
NABP1	blue	cyan
ATP6V1F	brown	brown
AMFR	yellow	cyan
RBPMS2	turquoise	turquoise
BARX1	turquoise	turquoise
ABCG5	grey	grey
KDM2A	yellow	cyan
NDUFA9	brown	brown
SH3BGRL3	grey	grey
SNX5	greenyellow	greenyellow
UGT2A3	grey	grey
ARHGAP27	yellow	cyan
SLC9A9	red	magenta
BHLHE41	turquoise	turquoise
ADAT3	black	cyan
RAD51AP1	brown	brown
ZNF638	blue	cyan
ALKBH2	brown	brown
LDLRAD3	turquoise	turquoise
HPGDS	turquoise	turquoise
ERF	cyan	cyan
MARC1	brown	brown
FSTL3	pink	turquoise
SLC25A12	turquoise	turquoise
VRK1	brown	brown
ZNF367	brown	brown
ASH1L	blue	cyan
MRPS22	brown	brown
YJEFN3	tan	tan
CDKN2C	grey	grey
CD3EAP	brown	brown
NECTIN2	cyan	cyan
MATK	red	magenta
ATAT1	tan	tan
EBF4	turquoise	turquoise
OVOL1	grey	grey
DISP2	grey	grey
DMAC1	grey	grey
MC1R	blue	cyan
NIPSNAP1	brown	brown
AP4E1	blue	cyan
KCNG1	turquoise	turquoise
TBC1D23	green	cyan
LRWD1	black	cyan
SUSD6	yellow	cyan
TMEM25	turquoise	turquoise
CCRL2	magenta	magenta
GXYLT2	pink	turquoise
STRN3	blue	cyan
NHS	blue	cyan
NAA20	greenyellow	greenyellow
SNAPIN	grey	grey
NCMAP	grey	grey
MOAP1	blue	cyan
ERICH1	grey	grey
E2F7	brown	brown
ZNF300	grey	grey
CENPO	brown	brown
MIOS	green	cyan
SIGLEC8	magenta	magenta
IFI35	lightcyan	lightcyan
IGF2R	yellow	cyan
DHX40	blue	cyan
BMP1	pink	turquoise
PHLPP2	blue	cyan
PLAAT3	grey	grey
NTHL1	grey	grey
TMEM119	pink	turquoise
GLOD5	grey	grey
PREX2	purple	turquoise
BCL2L11	yellow	cyan
DCAF5	blue	cyan
GAP43	turquoise	turquoise
SPDL1	brown	brown
RSAD2	lightcyan	lightcyan
ATRN	yellow	cyan
PLEKHG3	yellow	cyan
LAMP1	greenyellow	greenyellow
FLNB	yellow	cyan
SLC3A1	grey	grey
ENTPD2	grey	grey
FBLN1	pink	turquoise
COL12A1	pink	turquoise
CASKIN2	black	cyan
S100PBP	blue	cyan
TIMM21	green	cyan
HLA-DQB2	red	magenta
JPT1	turquoise	turquoise
BECN1	yellow	cyan
C8orf58	grey	grey
CD38	red	magenta
DUSP3	turquoise	turquoise
TPRKB	brown	brown
LRCH3	blue	cyan
GNAL	turquoise	turquoise
TSC22D3	turquoise	turquoise
EXOC6B	blue	cyan
YOD1	green	cyan
NOD1	yellow	cyan
RETNLB	grey	grey
ATPSCKMT	green	cyan
SLC12A4	pink	turquoise
COQ9	grey	grey
TCF4	purple	turquoise
STAT5B	turquoise	turquoise
GLG1	yellow	cyan
PCDH17	purple	turquoise
ZNF518B	turquoise	turquoise
FAM104A	black	cyan
SCARB2	blue	cyan
ANKRD13A	red	magenta
CSDE1	blue	cyan
ZC3H15	brown	brown
DLC1	purple	turquoise
HDAC1	brown	brown
ZNF432	blue	cyan
CBR3	turquoise	turquoise
UHRF1BP1	yellow	cyan
DOK1	magenta	magenta
AFAP1L1	purple	turquoise
UTP4	brown	brown
UMPS	brown	brown
ZNF627	blue	cyan
KANK1	blue	cyan
BEST4	grey	grey
CDKN3	brown	brown
SPN	red	magenta
TNFRSF10B	green	cyan
BTN2A2	red	magenta
DNASE1L1	yellow	cyan
MOSPD2	blue	cyan
BAIAP2L2	grey	grey
PKP4	green	cyan
SDHAF4	grey	grey
MAF	pink	turquoise
USP28	blue	cyan
CILP	turquoise	turquoise
PARP3	grey	grey
LPXN	red	magenta
HIST1H2BE	grey	grey
PDZD11	brown	brown
DDX20	green	cyan
CHAF1A	brown	brown
SLC27A5	grey	grey
UTP25	green	cyan
PHF6	green	cyan
ELL3	grey	grey
VNN1	grey	grey
ZSCAN31	turquoise	turquoise
THAP8	turquoise	turquoise
HARS2	salmon	cyan
OLFML3	turquoise	turquoise
KPTN	cyan	cyan
PRTFDC1	grey	grey
C9orf72	blue	cyan
PACSIN3	grey	grey
NBEAL2	yellow	cyan
CD14	magenta	magenta
DNAJC16	blue	cyan
LURAP1	turquoise	turquoise
BLK	red	magenta
IMP4	brown	brown
ATP6V0D2	magenta	magenta
ABHD14B	grey	grey
VGLL3	pink	turquoise
SLC15A4	blue	cyan
SERPINE1	pink	turquoise
SEC23B	greenyellow	greenyellow
PELI2	grey	grey
ZNF215	grey	grey
AKAP12	turquoise	turquoise
RPL13A	grey	grey
AXIN2	grey	grey
CADPS	grey	grey
PSD3	blue	cyan
FBXO4	grey	grey
IST1	yellow	cyan
ZNF740	yellow	cyan
CENPU	brown	brown
GSN	turquoise	turquoise
DHX29	salmon	cyan
PI4K2B	green	cyan
CPXM2	turquoise	turquoise
TMX4	turquoise	turquoise
ABCE1	brown	brown
LENG8	tan	tan
MARK2	black	cyan
PIANP	turquoise	turquoise
FCER1A	red	magenta
RAB9B	turquoise	turquoise
RRNAD1	black	cyan
C11orf86	grey	grey
RPL18A	grey	grey
TNFRSF19	grey	grey
GIT2	red	magenta
NLRP3	magenta	magenta
TRPC4	turquoise	turquoise
AOX1	turquoise	turquoise
DUSP8	grey	grey
ACPP	grey	grey
PTPN7	red	magenta
TBCD	black	cyan
TTC7B	turquoise	turquoise
EPS8L1	grey	grey
PLA2R1	turquoise	turquoise
CDT1	brown	brown
ARID4B	blue	cyan
TRIM37	blue	cyan
AVPR2	turquoise	turquoise
TOR3A	brown	brown
CASQ2	turquoise	turquoise
TDP1	brown	brown
B3GALT5	grey	grey
PTTG1	brown	brown
MARCH2	turquoise	turquoise
KHSRP	black	cyan
MARVELD2	green	cyan
YBX2	brown	brown
VPS37C	black	cyan
ESYT2	blue	cyan
ZNF572	blue	cyan
CARNMT1	green	cyan
RANBP2	blue	cyan
DHRS1	grey	grey
CFAP221	grey	grey
CCDC85C	black	cyan
IDS	blue	cyan
ZNF43	turquoise	turquoise
BCO1	grey	grey
ARHGAP11A	brown	brown
RALGAPA2	yellow	cyan
ABCC2	grey	grey
EBF1	purple	turquoise
GDPD1	grey	grey
GPC4	grey	grey
PRAG1	yellow	cyan
CD79A	red	magenta
HENMT1	grey	grey
CCDC106	turquoise	turquoise
MANEA	blue	cyan
MAST4	turquoise	turquoise
ADAMTSL2	purple	turquoise
CLIC3	grey	grey
TOM1L1	green	cyan
DCAKD	yellow	cyan
P3H4	grey	grey
GLDC	grey	grey
DAB2	pink	turquoise
HMGN5	grey	grey
TTC19	salmon	cyan
PRRX1	pink	turquoise
DNAJB14	blue	cyan
STS	grey	grey
CYP27B1	brown	brown
HACE1	blue	cyan
CTBP2	green	cyan
CD3E	red	magenta
KIF1BP	blue	cyan
CCNO	grey	grey
GPR160	grey	grey
POMP	brown	brown
PDGFB	purple	turquoise
FLOT1	grey	grey
MMP13	grey	grey
LSM12	green	cyan
AIF1	magenta	magenta
TAX1BP3	grey	grey
CACHD1	yellow	cyan
TECR	turquoise	turquoise
MINK1	yellow	cyan
ZNF792	yellow	cyan
MROH6	midnightblue	midnightblue
MIS18BP1	green	cyan
PHTF1	blue	cyan
BRAF	blue	cyan
NPC2	magenta	magenta
HGSNAT	blue	cyan
GAK	yellow	cyan
TCF19	brown	brown
C1R	pink	turquoise
RPE	green	cyan
FRK	green	cyan
APOA1	grey	grey
ADCY7	yellow	cyan
ZNF497	yellow	cyan
LMNTD2	grey	grey
ENPP4	blue	cyan
SPNS3	grey	grey
PGD	brown	brown
ACAN	purple	turquoise
LTN1	blue	cyan
RPS28	grey	grey
ZNF37A	blue	cyan
GPR174	red	magenta
OXER1	grey	grey
PCSK7	turquoise	turquoise
ZNF221	blue	cyan
DENND6B	grey	grey
KLHL26	yellow	cyan
VPS4B	blue	cyan
RAD51	brown	brown
NSMAF	blue	cyan
DLK2	grey	grey
GRB7	grey	grey
FHL1	turquoise	turquoise
PEX14	brown	brown
AGAP1	yellow	cyan
RPH3AL	grey	grey
MYH9	yellow	cyan
NANOS3	grey	grey
USP31	yellow	cyan
CHRDL1	turquoise	turquoise
PAEP	grey	grey
STPG4	grey	grey
ZNF41	blue	cyan
NOMO1	yellow	cyan
MAZ	black	cyan
ENDOG	brown	brown
FAT4	purple	turquoise
WWC1	yellow	cyan
GPM6B	turquoise	turquoise
RSPH1	grey	grey
SLC9A8	greenyellow	greenyellow
SQLE	brown	brown
USP3	blue	cyan
